[2023-07-01 01:22:03,476] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 01:25:20,392] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 03:03:44,403] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 03:07:57,914] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 04:15:25,891] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 04:17:18,116] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 05:12:02,628] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 05:13:09,573] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 06:16:00,314] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 06:16:46,732] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 07:11:19,990] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 07:14:34,639] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 08:14:55,551] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 08:18:36,822] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 09:11:51,063] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 09:16:50,256] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 10:12:51,018] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 10:17:47,967] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 11:10:09,868] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 11:13:26,140] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 12:23:51,786] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 12:28:09,802] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 13:16:42,024] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 13:20:57,507] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 14:10:31,647] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 14:13:47,341] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 15:12:00,626] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 15:15:12,533] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 16:15:31,924] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 16:18:46,567] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 17:10:51,857] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 17:15:07,071] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 18:14:51,330] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 18:18:02,527] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 19:09:44,144] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 19:13:25,235] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 20:12:45,996] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 20:14:43,428] 	ERROR 	79 	id_data.py 	<module>() 	Error occurred during ID Data process. Error: HTTPSConnectionPool(host='endpoints.omniatech.io', port=443): Max retries exceeded with url: /v1/arbitrum/one/public (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fc5fbbd3910>: Failed to establish a new connection: [Errno 111] Connection refused'))
[2023-07-01 21:10:35,488] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 21:13:46,844] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 22:11:26,161] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 22:14:57,456] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-01 23:11:56,867] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-01 23:15:38,229] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-02 01:19:56,545] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-02 01:24:10,195] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-02 03:00:07,609] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-02 03:03:22,208] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-02 03:29:42,700] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-02 03:32:58,732] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-02 04:14:53,084] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-02 04:18:03,975] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
[2023-07-02 05:12:04,263] 	INFO 	22 	id_data.py 	<module>() 	ID Data Started
[2023-07-02 05:16:21,743] 	INFO 	77 	id_data.py 	<module>() 	ID Data Ended
